لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,وسيلة الدفع,معروضة,أصحاب سابقون,عدد الركاب,الدفع,air_conditioner,central_closing,alarm_devise,CD_recorder,leather_upholstery,air_cushion,magnesium_rims,sunroof,التكميلي (جسم المركبة),طرف ثالث,المجموع,name_car,model_car,price_car
بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,57000 فقط,نقدا فقط,للبيع أو التبديل,يد أولى,4+1,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1340.0,1138.0,2478.0,فولكسفاجن كرافتر,موديل سنة 2012,10000.0
رمادي,بنزين,تأجير,فلسطينية,نصف اوتوماتيك,الكتروني,1600,١٤٠,نقدا فقط,للبيع أو التبديل,٢,4+1,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1340.0,1000.0,2340.0,فولكسفاجن بولو,موديل سنة 2014,60000.0
أحمر,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,إمكانية التقسيط,للبيع أو التبديل,3,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,670.0,500.0,1170.0,سكودا رابيد,موديل سنة 2013,58000.0
فيراني,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,55000,نقدا فقط,للبيع فقط,يد اولى,4+1,دفع أمامي,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1085.0,2425.0,فولكسفاجن باسات,موديل سنة 2000,20000.0
أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,٤٧٠٠٠,نقدا فقط,للبيع فقط,يد اولى,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1340.0,1978.0,3318.0,فولكسفاجن بولو,موديل سنة 2007,40000.0
أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,83000,نقدا فقط,للبيع أو التبديل,2,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,,,
خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,اوبل استرا,موديل سنة 2005,42000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,نقدا فقط,للبيع أو التبديل,يد ثالثه,4+1,دفع أمامي,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,670.0,500.0,1170.0,فولكسفاجن جولف,موديل سنة 2002,37000.0
أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,20000,نقدا فقط,للبيع فقط,,4+1,دفع أمامي,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,670.0,500.0,1170.0,كيا سول,موديل سنة 2015,65000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,إمكانية التقسيط,للبيع فقط,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,كيا فورتي,موديل سنة 2011,44999.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,00000000,نقدا فقط,للبيع أو التبديل,يد ثالثة,4+1,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,670.0,500.0,1170.0,فولكسفاجن بولو,موديل سنة 1999,25000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,0,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1698.0,3038.0,اوبل كورسا,موديل سنة 2019,62000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,1000.0,2035.0,هونداي توسان,موديل سنة 2014,113000.0
فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,88000,نقدا فقط,للبيع فقط,2,4+1,دفع أمامي,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1035.0,1208.0,2243.0,فولكسفاجن بولو,موديل سنة 2016,55000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,135,نقدا فقط,للبيع أو التبديل,3,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,بيجو 307,موديل سنة 2006,26000.0
سكني,ديزل,حكومي,فلسطينية,عادي,الكتروني,3000,190000,نقدا فقط,للبيع فقط,ايد ثانيه,4+1,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1690.0,1138.0,2828.0,فولكسفاجن باسات,موديل سنة 1997,20000.0
أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,370000,نقدا فقط,للبيع فقط,2,4+1,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1340.0,1000.0,2340.0,سوبارو نملة,موديل سنة 1983,5000.0
أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,,نقدا فقط,للبيع فقط,يد ثانية,7+1,دفع خلفي,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,845.0,500.0,1345.0,هونداي كليك,موديل سنة 2007,35500.0
أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,000,نقدا فقط,للبيع فقط,000,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,فولكسفاجن بولو,موديل سنة 1997,25000.0
فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,إمكانية التقسيط,للبيع أو التبديل,,6+1,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1690.0,1000.0,2690.0,,,
بني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,280000,نقدا فقط,للبيع فقط,يد اولى,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,670.0,500.0,1170.0,سكودا اوكتافيا,موديل سنة 2018,97000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,80000,نقدا فقط,للبيع فقط,يد أولى,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1035.0,1000.0,2035.0,كيا ريو,موديل سنة 2014,35000.0
أزرق سماوي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1500,,إمكانية التقسيط,للبيع أو التبديل,٤,3+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,سيت ليون,موديل سنة 2017,69000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,60000,نقدا فقط,للبيع أو التبديل,,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1035.0,1558.0,2593.0,هونداي فيرنا,موديل سنة 2007,41000.0
رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,٤٥,إمكانية التقسيط,للبيع أو التبديل,1,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,,,
أسود,بنزين,خصوصي,فلسطينية,عادي,يدوي,999,4000,نقدا فقط,للبيع فقط,5,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,500.0,967.0,ايسوزو ديماكس,موديل سنة 2005,65000.0
أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,إمكانية التقسيط,للبيع فقط,,7+1,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,845.0,500.0,1345.0,ستروين بيرلينجو,موديل سنة 2008,35000.0
فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100,نقدا فقط,للبيع فقط,1,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1576.0,2915.0,فورد ترانزيت,موديل سنة 1991,35000.0
أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,٢٩٨٠٠٠,نقدا فقط,للبيع فقط,يد ثالثة,4+1,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,670.0,500.0,1170.0,اوبل كورسا,موديل سنة 2008,39000.0
رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,82,إمكانية التقسيط,للبيع أو التبديل,0,4+1,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1340.0,1261.0,2600.0,هونداي سانتافيه,موديل سنة 2007,45000.0
أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,81000,نقدا فقط,للبيع أو التبديل,,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1322.0,2662.0,,,
أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,نقدا فقط,للبيع أو التبديل,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1873.0,3213.0,,,
أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,000000,نقدا فقط,للبيع فقط,يد٣,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,500.0,1170.0,,,
بني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,000000000,نقدا فقط,للبيع أو التبديل,يد اولى,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1035.0,1576.0,2610.0,فولكسفاجن كادي,موديل سنة 2000,30000.0
فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,40,نقدا فقط,للبيع أو التبديل,0,4+1,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1035.0,1016.0,2050.0,كيا ريو,موديل سنة 2009,35000.0
فضي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,46500,إمكانية التقسيط,للبيع فقط,5,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1050.0,2390.0,رينو كانجو,موديل سنة 2010,10000.0
أزرق سماوي,ديزل,خصوصي,نمرة صفراء,عادي,الكتروني,1250,0000,نقدا فقط,للبيع فقط,،,4+1,دفع أمامي,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,مازدا 3,موديل سنة 2015,89000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,0,نقدا فقط,للبيع فقط,يد ثانية,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1313.0,2653.0,اوبل كورسا,موديل سنة 2015,55000.0
كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,يد اولى,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1488.0,2828.0,فيات اونو,موديل سنة 1984,6000.0
ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,73000,نقدا فقط,للبيع فقط,اولى,4+1,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,فولكسفاجن ترانسبورتر,موديل سنة 2001,40000.0
أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,42000,نقدا فقط,للبيع أو التبديل,يد اولى,4+1,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1340.0,2862.0,4202.0,هونداي توسان,موديل سنة 2016,90000.0
فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,125000,نقدا فقط,للبيع فقط,,6+1,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1340.0,1094.0,2434.0,اوبل استرا,موديل سنة 1998,32000.0
أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,115000,نقدا فقط,للبيع فقط,ثانية,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,517.0,500.0,1017.0,بيجو بارتنر,موديل سنة 2018,72000.0
أصفر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,418000,إمكانية التقسيط,للبيع فقط,2,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1690.0,1000.0,2690.0,كيا سبورتاج,موديل سنة 2014,75500.0
فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,١٦٥,نقدا فقط,للبيع فقط,٣,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,كيا سبورتاج,موديل سنة 2015,107000.0
سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,92000,نقدا فقط,للبيع أو التبديل,3,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1453.0,2793.0,سوبارو نملة,موديل سنة 1982,9500.0
خمري,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1250,٨٠٠٠٠,نقدا فقط,للبيع فقط,يد أولئ أصحاب سابقون صفر,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,سكودا اوكتافيا,موديل سنة 2015,90000.0
سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,130000,نقدا فقط,للبيع فقط,ايد ثانية,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1340.0,1000.0,2340.0,اوبل كورسا,موديل سنة 2017,58000.0
ذهبي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,400,نقدا فقط,للبيع فقط,3,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,سكودا اوكتافيا,موديل سنة 2008,60000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,إمكانية التقسيط,للبيع فقط,١,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1138.0,2173.0,فيات بونتو,موديل سنة 2003,20000.0
سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,2,7+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1576.0,2915.0,سكودا اوكتافيا,موديل سنة 2014,75000.0
سكني,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1400,75000,نقدا فقط,للبيع فقط,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,1016.0,2050.0,كيا سول,موديل سنة 2015,85000.0
أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,92000,نقدا فقط,للبيع فقط,2,4+1,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1035.0,1000.0,2035.0,فورد فيستا,موديل سنة 2016,45000.0
أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,90000,نقدا فقط,للبيع فقط,1,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1050.0,2390.0,,,
كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,200000,إمكانية التقسيط,للبيع فقط,5,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,670.0,500.0,1170.0,سكودا اوكتافيا,موديل سنة 2021,163500.0
فيراني,ديزل,خصوصي,فلسطينية,عادي,يدوي,3100,٣٦٣٠٠٠,نقدا فقط,للبيع أو التبديل,ثانية,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,500.0,1345.0,,,
سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,70000,نقدا فقط,للبيع فقط,,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1716.0,3055.0,فولكسفاجن كادي,موديل سنة 2012,62500.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,نقدا فقط,للبيع فقط,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,500.0,1345.0,هونداي اكسنت,موديل سنة 2002,32000.0
أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,35000,نقدا فقط,للبيع أو التبديل,يد اولي,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1383.0,2418.0,فولكسفاجن كرافتر,موديل سنة 2008,49000.0
ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,100000,نقدا فقط,للبيع أو التبديل,2,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1035.0,1558.0,2593.0,فورد فوكس,موديل سنة 2009,32000.0
ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,100000,نقدا فقط,للبيع أو التبديل,2,6+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1035.0,1226.0,2260.0,هونداي توسان,موديل سنة 2015,83000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,77,نقدا فقط,للبيع أو التبديل,3,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,500.0,1017.0,هونداي i10,موديل سنة 2014,39000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,,نقدا فقط,للبيع فقط,2,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1313.0,2348.0,كيا فورتي,موديل سنة 2010,43500.0
بني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,68000,نقدا فقط,للبيع أو التبديل,2,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,935.0,1000.0,1935.0,سكودا اوكتافيا,موديل سنة 2005,43000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,45000,نقدا فقط,للبيع فقط,,4+1,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1035.0,2048.0,3083.0,هونداي اكسنت,موديل سنة 2015,65000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,10110,نقدا فقط,للبيع فقط,يد رابعه,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,فولكسفاجن كادي,موديل سنة 2011,90000.0
أحمر,بنزين,تأجير,فلسطينية,عادي,الكتروني,1000,000000,إمكانية التقسيط,للبيع فقط,3,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,467.0,500.0,967.0,هونداي اكسنت,موديل سنة 2013,58000.0
بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,90000,نقدا فقط,للبيع أو التبديل,1,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,935.0,1000.0,1935.0,فورد فيستا,موديل سنة 2014,42000.0
أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,132000,إمكانية التقسيط,للبيع أو التبديل,3,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1392.0,2732.0,,,
رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,100000,نقدا فقط,للبيع أو التبديل,يد اولى,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,1000.0,2035.0,سكودا رابيد,موديل سنة 2015,60000.0
فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع أو التبديل,,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1138.0,2478.0,بي ام دبليو 520,موديل سنة 1994,25000.0
أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2000,400000,نقدا فقط,للبيع أو التبديل,,4+1,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1340.0,1000.0,2340.0,ايسوزو ١٩٩٨,موديل سنة 1998,49000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,000,إمكانية التقسيط,للبيع فقط,تانبه,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,670.0,500.0,1170.0,فولكسفاجن توران,موديل سنة 2014,98000.0
فيراني,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2200,,نقدا فقط,للبيع فقط,يد اولى,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1690.0,2836.0,4525.0,فولكسفاجن ترانسبورتر,موديل سنة 1999,30000.0
أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,1900,20000,إمكانية التقسيط,للبيع فقط,2,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1340.0,1016.0,2355.0,,,
أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,100الف,نقدا فقط,للبيع فقط,يد اولى,4+1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,هونداي اكسنت,موديل سنة 2018,79000.0
فضي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع أو التبديل,4,4+1,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,670.0,500.0,1170.0,فولكسفاجن جولف,موديل سنة 2014,89000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,30000,نقدا فقط,للبيع فقط,غير منمره,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1190.0,2225.0,,,
أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2400,,نقدا فقط,للبيع فقط,2,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,845.0,542.0,1387.0,اوبل زافيرا,موديل سنة 2013,70000.0
رصاصي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,٨٠٨٨٨٧,إمكانية التقسيط,للبيع أو التبديل,5,4+1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,670.0,500.0,1170.0,,,
أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,180000,نقدا فقط,للبيع أو التبديل,,4+1,دفع أمامي,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1340.0,1000.0,2340.0,اوبل استرا,موديل سنة 1995,17000.0
أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,,4+1,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1035.0,1000.0,2035.0,سيت ليون,موديل سنة 2017,75000.0
أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,65288,إمكانية التقسيط,للبيع فقط,4,6+1,دفع خلفي,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,845.0,788.0,1632.0,كيا بيكانتو,موديل سنة 2014,44000.0
ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,41500,نقدا فقط,للبيع أو التبديل,يد اولى,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1035.0,1366.0,2400.0,سيت ليون,موديل سنة 2018,117000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,,4+1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,670.0,500.0,1170.0,هونداي اكسنت,موديل سنة 2014,56000.0
رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100000 كيلو,نقدا فقط,للبيع فقط,3,4+1,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,,,
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,٢٧٠,نقدا فقط,للبيع أو التبديل,اولى,4+1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,هونداي اتوس,موديل سنة 2000,24000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,,4+1,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,670.0,500.0,1170.0,كيا مورننغ,موديل سنة 2015,38000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,101000,نقدا فقط,للبيع أو التبديل,03,4+1,دفع خلفي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,2678.0,4018.0,سكودا اوكتافيا,موديل سنة 2015,79500.0
فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع أو التبديل,,4+1,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,ستروين C1,موديل سنة 2016,30000.0
فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,,إمكانية التقسيط,للبيع أو التبديل,يد تانية,6+1,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1690.0,1050.0,2740.0,فولكسفاجن كادي,موديل سنة 2008,65000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,00000,نقدا فقط,للبيع فقط,٥,4+1,دفع أمامي,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,670.0,500.0,1170.0,كيا ماجنتيس,موديل سنة 2009,45000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,46000,إمكانية التقسيط,للبيع فقط,يد أولى,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1035.0,1488.0,2523.0,فولكسفاجن جيتا,موديل سنة 1999,25000.0
سكني,ديزل,حكومي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,إمكانية التقسيط,للبيع فقط,يد أولى,4+1,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1340.0,1313.0,2653.0,كيا سورينتو,موديل سنة 2016,162000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,92000,نقدا فقط,للبيع فقط,اولى,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1611.0,2950.0,سكودا اوكتافيا,موديل سنة 2007,58000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,67000,نقدا فقط,للبيع أو التبديل,صفر,7+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1690.0,2538.0,4228.0,,,
